Player,Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,VORP,BPM,Team Wins,Overall Seed,All-Star
Bradley Beal\bealbr01,WAS,40,36,23.2,4.7,6.6,0.9,0.4,0.451,0.3,0.833,1.4,0.046,1,0.8,35,12,0
Luguentz Dort\dortlu01,OKC,51,32.6,17.2,4.2,1.7,0.9,0.4,0.404,0.332,0.843,1.4,0.04,-0.1,-2.3,24,14,0
Rui Hachimura\hachiru01,WAS,42,22.5,11.3,3.8,1.1,0.5,0.2,0.491,0.447,0.697,1.4,0.073,0.1,-1.5,35,12,0
Justin Holiday\holidju01,IND,49,28.9,11,2.8,1.8,0.7,0.4,0.415,0.378,0.829,1.4,0.047,0.1,-1.7,25,13,0
Quentin Grimes\grimequ01,NYK,46,17.1,6,2,1,0.7,0.2,0.404,0.381,0.684,1.4,0.087,0.3,-0.3,37,11,0
Justin Holiday\holidju01,IND,49,28.9,11,2.8,1.8,0.7,0.4,0.415,0.378,0.829,1.4,0.033,-0.1,-2.2,25,13,0
Trey Lyles\lylestr01,TOT,75,20.5,10.5,5.1,1.2,0.4,0.4,0.466,0.321,0.802,1.4,0.12,0.1,-1,,,0
Troy Brown Jr.\browntr01,CHI,66,16,4.3,3.1,1,0.5,0.1,0.419,0.353,0.769,1.4,0.065,0.1,-1.8,46,6,0
Eric Gordon\gordoer01,HOU,57,29.3,13.4,2,2.7,0.5,0.3,0.475,0.412,0.778,1.4,0.04,-0.1,-2.3,20,15,0
Anthony Gill\gillan01,WAS,44,10.5,4.1,1.9,0.6,0.1,0.3,0.569,0.538,0.808,1.4,0.14,0,-1.9,35,12,0
Drew Eubanks\eubandr01,TOT,71,17.5,7.7,5.4,1.2,0.4,0.6,0.596,0.217,0.762,1.4,0.114,0.1,-1.2,,,0
Justin Holiday\holidju01,TOT,74,27.8,10.1,2.6,1.7,0.8,0.4,0.394,0.367,0.806,1.4,0.047,0.1,-1.7,,,0
Bryn Forbes\forbebr01,DEN,35,17.4,8.6,0.9,1,0.2,0.1,0.424,0.41,0.921,1.4,0.054,-0.3,-2.9,48,6,0
Drew Eubanks\eubandr01,SAS,49,12.1,4.7,4,1,0.3,0.6,0.528,0.125,0.747,1.4,0.114,0.1,-1.2,34,10,0
Derrick Favors\favorde01,OKC,39,16.7,5.3,4.7,0.6,0.4,0.3,0.516,0.125,0.64,1.4,0.105,0,-2.1,24,14,0
Bryn Forbes\forbebr01,SAS,40,16.9,9.1,1.6,1,0.4,0.1,0.432,0.417,0.898,1.4,0.054,-0.3,-2.9,34,10,0
Bryn Forbes\forbebr01,TOT,75,17.1,8.8,1.2,1,0.3,0.1,0.429,0.414,0.908,1.4,0.054,-0.3,-2.9,,,0
Domantas Sabonis\sabondo01,TOT,62,34.5,18.9,12.1,5.2,1,0.4,0.573,0.312,0.741,1.4,0.132,0.5,2.3,,,0
Enes Freedom\kanteen01,BOS,35,11.7,3.7,4.6,0.2,0.1,0.4,0.526,0.4,0.857,1.4,0.16,0.1,-1.4,51,2,0
Domantas Sabonis\sabondo01,IND,47,34.7,18.9,12.1,5,1,0.5,0.58,0.324,0.74,1.4,0.132,0.5,2.3,25,13,0
Justin Holiday\holidju01,TOT,74,27.8,10.1,2.6,1.7,0.8,0.4,0.394,0.367,0.806,1.4,0.033,-0.1,-2.2,,,0
Isaiah Jackson\jacksis01,IND,36,15,8.3,4.1,0.3,0.7,1.4,0.563,0.313,0.682,1.4,0.126,0.1,-1.5,25,13,0
DeAndre Jordan\jordade01,LAL,32,12.8,4.1,5.4,0.4,0.3,0.8,0.674,,0.462,1.3,0.153,0.2,-0.6,33,11,0
DeAndre Jordan\jordade01,TOT,48,13,4.3,5.5,0.4,0.3,0.7,0.643,,0.55,1.3,0.153,0.2,-0.6,,,0
Paul Reed\reedpa01,PHI,38,7.9,3.1,2.4,0.4,0.9,0.4,0.563,0.25,0.429,1.3,0.212,0.3,2.1,51,4,0
Romeo Langford\langfro01,BOS,44,16.5,4.7,2.4,0.4,0.5,0.4,0.429,0.349,0.588,1.3,0.084,0.2,-1.2,51,2,0
Romeo Langford\langfro01,BOS,44,16.5,4.7,2.4,0.4,0.5,0.4,0.429,0.349,0.588,1.3,0.082,0.1,-1.4,51,2,0
Paul George\georgpa01,LAC,31,34.7,24.3,6.9,5.7,2.2,0.4,0.421,0.354,0.858,1.3,0.057,1.5,3.6,42,8,0
Romeo Langford\langfro01,TOT,48,16.1,4.5,2.3,0.4,0.5,0.3,0.435,0.341,0.548,1.3,0.084,0.2,-1.2,,,0
Moses Moody\moodymo01,GSW,52,11.7,4.4,1.5,0.4,0.1,0.2,0.437,0.364,0.778,1.3,0.101,-0.1,-2.5,53,3,0
Romeo Langford\langfro01,TOT,48,16.1,4.5,2.3,0.4,0.5,0.3,0.435,0.341,0.548,1.3,0.082,0.1,-1.4,,,0
Seth Curry\curryse01,TOT,64,33.4,15,3.1,3.6,0.8,0.2,0.487,0.422,0.872,1.3,0.112,0.4,0.7,,,0
Thaddeus Young\youngth01,TOT,52,16.3,6.2,4,2,1,0.3,0.518,0.354,0.469,1.3,0.127,0.5,2,,,0
Danuel House Jr.\houseda01,TOT,42,17.3,5.9,2.6,1,0.5,0.4,0.404,0.376,0.759,1.3,0.125,0.4,1.2,,,0
Seth Curry\curryse01,PHI,45,34.8,15,3.4,4,0.8,0.2,0.485,0.4,0.877,1.3,0.112,0.4,0.7,51,4,0
Ricky Rubio\rubiori01,CLE,34,28.5,13.1,4.1,6.6,1.4,0.2,0.363,0.339,0.854,1.3,0.064,0.5,0.2,44,8,0
Trent Forrest\forretr01,UTA,60,12.8,3.3,1.7,1.8,0.5,0.1,0.49,0.185,0.792,1.3,0.084,0.2,-1,49,5,0
David Nwaba\nwabada01,HOU,46,13.2,5.1,3.3,0.8,0.6,0.4,0.483,0.306,0.716,1.3,0.105,0.2,-0.6,20,15,0
Eric Bledsoe\bledser01,LAC,54,25.2,9.9,3.4,4.2,1.3,0.4,0.421,0.313,0.761,1.3,0.047,0.4,-0.8,42,8,0
Tony Bradley\bradlto01,CHI,55,10,3,3.4,0.5,0.2,0.6,0.585,,0.655,1.3,0.112,0,-1.8,46,6,0
Jeremy Lamb\lambje01,IND,39,15.7,7.1,2.4,1.3,0.6,0.4,0.373,0.333,0.838,1.2,0.063,0.3,-0.8,25,13,0
Lonnie Walker IV\walkelo01,SAS,70,23,12.1,2.6,2.2,0.6,0.3,0.407,0.314,0.784,1.2,0.037,-0.2,-2.5,34,10,0
Jevon Carter\carteje01,BRK,46,12,3.6,1.5,1,0.3,0.2,0.333,0.331,0.7,1.2,0.062,-0.1,-2.2,44,7,0
Torrey Craig\craigto01,IND,51,20.3,6.5,3.8,1.1,0.5,0.4,0.456,0.333,0.771,1.2,0.056,-0.1,-2.2,25,13,0
Zach Collins\colliza01,SAS,28,17.9,7.8,5.5,2.2,0.5,0.8,0.49,0.341,0.8,1.2,0.118,0.2,-0.2,34,10,0
Gorgui Dieng\dienggo01,ATL,44,8.4,3.5,2.8,0.8,0.3,0.3,0.473,0.426,0.731,1.2,0.155,0.4,2.1,43,9,0
Austin Rivers\riverau01,DEN,67,22.1,6,1.7,1.3,0.8,0.1,0.417,0.342,0.727,1.2,0.037,-0.7,-3.8,48,6,0
Torrey Craig\craigto01,TOT,78,20.5,6.6,4,1.2,0.6,0.5,0.454,0.329,0.75,1.2,0.056,-0.1,-2.2,,,0
Day'Ron Sharpe\sharpda01,BRK,32,12.2,6.2,5,0.5,0.3,0.5,0.577,0.286,0.585,1.2,0.152,-0.1,-2.8,44,7,0
Jevon Carter\carteje01,BRK,46,12,3.6,1.5,1,0.3,0.2,0.333,0.331,0.7,1.2,0.167,0.3,1.2,44,7,0
Jevon Carter\carteje01,TOT,66,13.7,4.2,1.7,1.5,0.4,0.2,0.387,0.388,0.833,1.2,0.167,0.3,1.2,,,0
Aaron Wiggins\wiggiaa01,OKC,50,24.2,8.3,3.6,1.4,0.6,0.2,0.463,0.304,0.729,1.2,0.048,-0.7,-4.3,24,14,0
Furkan Korkmaz\korkmfu01,PHI,67,21.1,7.6,2.6,1.9,0.5,0.1,0.387,0.289,0.81,1.2,0.041,-0.4,-3.1,51,4,0
Wesley Matthews\matthwe02,MIL,49,20.4,5.1,1.9,0.7,0.5,0.2,0.395,0.338,0.786,1.2,0.056,-0.3,-3.3,51,3,0
Moses Brown\brownmo01,TOT,40,8.6,4.3,3.4,0,0.2,0.4,0.593,,0.597,1.2,0.16,-0.1,-3.3,,,0
Rodney McGruder\mcgruro01,DET,51,14.8,5.4,2.2,0.9,0.4,0.1,0.436,0.397,0.731,1.2,0.075,0.1,-1.4,23,14,0
Jeremy Lamb\lambje01,TOT,56,16.7,7.3,2.8,1.4,0.6,0.4,0.383,0.324,0.84,1.2,0.063,0.3,-0.8,,,0
Jevon Carter\carteje01,TOT,66,13.7,4.2,1.7,1.5,0.4,0.2,0.387,0.388,0.833,1.2,0.062,-0.1,-2.2,,,0
Avery Bradley\bradlav01,LAL,62,22.7,6.4,2.2,0.8,0.9,0.1,0.423,0.39,0.889,1.2,0.04,-0.6,-3.6,33,11,0
Marvin Bagley III\baglema01,SAC,30,21.9,9.3,7.2,0.6,0.3,0.4,0.463,0.242,0.745,1.1,0.107,0.2,-0.6,30,12,0
Torrey Craig\craigto01,TOT,78,20.5,6.6,4,1.2,0.6,0.5,0.454,0.329,0.75,1.1,0.096,0.1,-1.1,,,0
Marvin Bagley III\baglema01,TOT,48,23.9,11.3,7,0.8,0.5,0.4,0.504,0.237,0.663,1.1,0.107,0.2,-0.6,,,0
Robert Covington\covinro01,POR,48,29.8,7.6,5.7,1.4,1.5,1.3,0.381,0.343,0.833,1.1,0.037,0.3,-1.3,27,13,0
Buddy Hield\hieldbu01,TOT,81,30.9,15.6,4.4,2.8,0.9,0.3,0.406,0.366,0.874,1.1,0.059,0.2,-1.1,,,0
Buddy Hield\hieldbu01,SAC,55,28.6,14.4,4,1.9,0.9,0.3,0.382,0.368,0.87,1.1,0.059,0.2,-1.1,30,12,0
Serge Ibaka\ibakase01,TOT,54,16.2,6.8,4.6,0.9,0.2,0.6,0.5,0.374,0.727,1.1,0.096,0.1,-1,,,0
Torrey Craig\craigto01,IND,51,20.3,6.5,3.8,1.1,0.5,0.4,0.456,0.333,0.771,1.1,0.096,0.1,-1.1,25,13,0
Jalen Smith\smithja04,PHO,29,13.2,6,4.8,0.2,0.2,0.6,0.46,0.231,0.769,1.1,0.137,0,-2.3,64,1,0
Sandro Mamukelashvili\mamuksa01,MIL,41,9.9,3.8,2,0.5,0.2,0.2,0.496,0.423,0.818,1.1,0.135,0.2,-0.3,51,3,0
De'Andre Hunter\huntede01,ATL,53,29.8,13.4,3.3,1.3,0.7,0.4,0.442,0.379,0.765,1.1,0.034,-0.8,-3.9,43,9,0
Serge Ibaka\ibakase01,LAC,35,15.4,6.6,4.3,1,0.2,0.7,0.49,0.387,0.69,1.1,0.096,0.1,-1,42,8,0
Jalen Smith\smithja04,TOT,51,18.1,9.2,6,0.5,0.3,0.8,0.503,0.328,0.765,1.1,0.137,0,-2.3,,,0
Talen Horton-Tucker\hortota01,LAL,60,25.2,10,3.2,2.7,1,0.5,0.416,0.269,0.8,1.1,0.033,-0.5,-3.3,33,11,0
Robert Covington\covinro01,TOT,71,27.3,8.5,5.5,1.3,1.5,1.3,0.42,0.378,0.841,1.1,0.037,0.3,-1.3,,,0
Malachi Flynn\flynnma01,TOR,44,12.2,4.3,1.4,1.6,0.5,0.1,0.393,0.333,0.625,1,0.092,0.1,-1.5,48,5,0
Tomáš Satoranský\satorto01,NOP,32,15,2.8,2,2.4,0.4,0,0.299,0.161,0.76,1,0.12,0.1,-1.3,36,9,0
DeMarcus Cousins\couside01,DEN,31,13.9,8.9,5.5,1.7,0.6,0.4,0.456,0.324,0.736,1,0.162,0.2,0.6,48,6,0
Tristan Thompson\thomptr01,SAC,30,15.2,6.2,5.4,0.6,0.4,0.4,0.503,1,0.533,1,0.126,0,-1.7,30,12,0
Tomáš Satoranský\satorto01,NOP,32,15,2.8,2,2.4,0.4,0,0.299,0.161,0.76,1,0.056,-0.4,-3.6,36,9,0
Tristan Thompson\thomptr01,TOT,57,15.7,6,5.1,0.6,0.4,0.4,0.528,0.333,0.526,1,0.126,0,-1.7,,,0
Thaddeus Young\youngth01,TOT,52,16.3,6.2,4,2,1,0.3,0.518,0.354,0.469,1,0.124,0.4,2.4,,,0
Wayne Ellington\ellinwa01,LAL,43,18.8,6.7,1.8,0.7,0.5,0.1,0.414,0.389,0.818,1,0.062,0.1,-1.4,33,11,0
DeMarcus Cousins\couside01,TOT,48,15,9,5.6,1.5,0.7,0.4,0.46,0.303,0.76,1,0.162,0.2,0.6,,,0
Nathan Knight\knighna01,MIN,37,7.2,3.7,2.3,0.6,0.2,0.2,0.511,0.308,0.733,1,0.171,0.1,-0.6,46,7,0
Tomáš Satoranský\satorto01,TOT,55,16.5,3.6,2.3,3.3,0.5,0.1,0.377,0.208,0.796,1,0.12,0.1,-1.3,,,0
Josh Hart\hartjo01,NOP,41,33.5,13.4,7.8,4.1,1.1,0.3,0.505,0.323,0.753,1,0.112,0.4,1.9,36,9,0
Josh Richardson\richajo01,BOS,44,24.7,9.7,2.8,1.5,0.8,0.5,0.443,0.397,0.859,1,0.091,0.2,-0.2,51,2,0
Tomáš Satoranský\satorto01,TOT,55,16.5,3.6,2.3,3.3,0.5,0.1,0.377,0.208,0.796,1,0.056,-0.4,-3.6,,,0
Cam Reddish\reddica01,TOT,49,20.7,10.1,2.1,1,1,0.3,0.404,0.359,0.902,1,0.046,0.2,-1.3,,,0
Cam Reddish\reddica01,ATL,34,23.4,11.9,2.5,1.1,1,0.3,0.402,0.379,0.9,1,0.046,0.2,-1.3,43,9,0
Josh Hart\hartjo01,TOT,54,33.2,14.9,7.2,4.1,1.1,0.2,0.504,0.343,0.758,1,0.112,0.4,1.9,,,0
CJ McCollum\mccolcj01,TOT,62,34.6,22.1,4.3,5.1,1.1,0.4,0.46,0.388,0.682,1,0.04,0.7,0.1,,,0
Nick Richards\richani01,CHO,50,7.3,3,1.7,0.3,0.2,0.4,0.667,,0.698,1,0.125,-0.1,-2.8,43,10,0
Josh Richardson\richajo01,TOT,65,24.6,10.2,2.8,1.8,0.9,0.4,0.438,0.415,0.889,1,0.091,0.2,-0.2,,,0
CJ McCollum\mccolcj01,POR,36,35.2,20.5,4.3,4.5,1,0.6,0.436,0.384,0.706,1,0.04,0.7,0.1,27,13,0
Danuel House Jr.\houseda01,TOT,42,17.3,5.9,2.6,1,0.5,0.4,0.404,0.376,0.759,1,0.068,0.2,-1.1,,,0
Rajon Rondo\rondora01,TOT,39,17.9,4.8,2.8,4.4,0.8,0.2,0.386,0.352,0.731,1,0.119,0.2,0.3,,,0
Serge Ibaka\ibakase01,TOT,54,16.2,6.8,4.6,0.9,0.2,0.6,0.5,0.374,0.727,0.9,0.128,0,-2.4,,,0
Juancho Hernangómez\hernaju01,TOT,40,11.1,3.3,2.5,0.5,0.4,0.3,0.415,0.348,0.559,0.9,0.095,0.2,-0.6,,,0
Jeremy Lamb\lambje01,IND,39,15.7,7.1,2.4,1.3,0.6,0.4,0.373,0.333,0.838,0.9,0.07,0.2,-0.5,25,13,0
Marvin Bagley III\baglema01,SAC,30,21.9,9.3,7.2,0.6,0.3,0.4,0.463,0.242,0.745,0.9,0.068,-0.3,-3.5,30,12,0
Timothé Luwawu-Cabarrot\luwawti01,ATL,52,13.2,4.4,1.6,0.8,0.3,0.1,0.398,0.361,0.854,0.9,0.061,-0.2,-3.3,43,9,0
Juancho Hernangómez\hernaju01,TOT,40,11.1,3.3,2.5,0.5,0.4,0.3,0.415,0.348,0.559,0.9,0.149,0.3,2.2,,,0
Marvin Bagley III\baglema01,TOT,48,23.9,11.3,7,0.8,0.5,0.4,0.504,0.237,0.663,0.9,0.068,-0.3,-3.5,,,0
Serge Ibaka\ibakase01,LAC,35,15.4,6.6,4.3,1,0.2,0.7,0.49,0.387,0.69,0.9,0.128,0,-2.4,42,8,0
Aaron Holiday\holidaa01,TOT,63,16.2,6.3,1.9,2.4,0.7,0.1,0.447,0.379,0.868,0.9,0.125,0.1,-0.8,,,0
Dāvis Bertāns\bertada01,TOT,56,14.4,5.6,2.1,0.6,0.3,0.2,0.36,0.335,0.9,0.9,0.053,-0.1,-2.6,,,0
Frank Ntilikina\ntilila01,DAL,58,11.8,4.1,1.4,1.2,0.5,0.1,0.399,0.342,0.96,0.9,0.065,0,-2,52,4,0
Jeremy Lamb\lambje01,TOT,56,16.7,7.3,2.8,1.4,0.6,0.4,0.383,0.324,0.84,0.9,0.07,0.2,-0.5,,,0
Saben Lee\leesa01,DET,37,16.3,5.6,2.4,2.9,1,0.3,0.39,0.233,0.789,0.9,0.073,0.2,-0.4,23,14,0
Aaron Holiday\holidaa01,WAS,41,16.2,6.1,1.6,1.9,0.6,0.2,0.467,0.343,0.8,0.9,0.125,0.1,-0.8,35,12,0
Alex Len\lenal01,SAC,39,15.9,6,4.1,1.2,0.3,0.6,0.534,0.286,0.651,0.9,0.07,-0.1,-2.9,30,12,0
Dāvis Bertāns\bertada01,WAS,34,14.7,5.7,1.8,0.5,0.3,0.2,0.351,0.319,0.933,0.9,0.053,-0.1,-2.6,35,12,0
Thanasis Antetokounmpo\antetth01,MIL,48,9.9,3.6,2.1,0.5,0.3,0.3,0.547,0.143,0.63,0.9,0.095,-0.2,-3.5,51,3,0
Chris Duarte\duartch01,IND,55,28,13.1,4.1,2.1,1,0.2,0.432,0.369,0.804,0.9,0.029,-0.1,-2.3,25,13,0
D.J. Augustin\augusdj01,HOU,34,15,5.4,1.2,2.2,0.3,0,0.404,0.406,0.868,0.8,0.043,-0.4,-3.6,20,15,0
Sterling Brown\brownst02,DAL,49,12.8,3.3,3,0.7,0.3,0.1,0.381,0.304,0.933,0.8,0.061,-0.1,-2.9,52,4,0
Justise Winslow\winslju01,TOT,48,16.1,5.7,4.2,1.8,0.7,0.5,0.428,0.227,0.591,0.8,0.048,0.1,-1.7,,,0
Kevin Porter Jr.\porteke02,HOU,61,31.3,15.6,4.4,6.2,1.1,0.4,0.415,0.375,0.642,0.8,0.021,0.2,-1.6,20,15,0
Marquese Chriss\chrisma01,DAL,34,10.2,4.5,3,0.5,0.4,0.4,0.463,0.32,0.667,0.8,0.108,-0.2,-3.8,52,4,0
Justin Champagnie\champju01,TOR,36,7.8,2.3,2,0.3,0.2,0.1,0.463,0.357,1,0.8,0.138,0,-2,48,5,0
D.J. Augustin\augusdj01,TOT,55,16.1,5.3,1.2,1.9,0.3,0,0.423,0.415,0.884,0.8,0.043,-0.4,-3.6,,,0
Svi Mykhailiuk\mykhasv01,TOR,56,12.8,4.6,1.6,0.8,0.5,0.1,0.389,0.306,0.865,0.8,0.052,-0.2,-2.9,48,5,0
Donte DiVincenzo\divindo01,TOT,42,24,9,4,2.8,1.1,0.2,0.351,0.339,0.843,0.8,0.058,0.2,-0.6,,,0
Justise Winslow\winslju01,LAC,37,12.9,4.2,3.6,1.4,0.6,0.5,0.447,0.172,0.61,0.8,0.048,0.1,-1.7,42,8,0
Naji Marshall\marshna01,NOP,55,13.4,5.7,2.6,1.1,0.6,0.1,0.405,0.2,0.796,0.8,0.05,-0.2,-3.2,36,9,0
Moses Brown\brownmo01,TOT,40,8.6,4.3,3.4,0,0.2,0.4,0.593,,0.597,0.8,0.207,0,-1.9,,,0
Dylan Windler\windldy01,CLE,50,9.2,2.2,1.8,0.7,0.3,0.1,0.378,0.3,0.833,0.8,0.084,0,-1.7,44,8,0
Ben McLemore\mclembe01,POR,64,20.1,10.2,1.6,0.9,0.6,0.2,0.401,0.362,0.818,0.8,0.031,-0.4,-3.2,27,13,0
Lance Stephenson\stephla01,IND,40,18.6,9.3,2.8,3.9,0.6,0.1,0.458,0.31,0.795,0.8,0.048,-0.2,-3.1,25,13,0
Garrett Temple\templga01,NOP,59,18.6,5.2,2.4,1.3,0.7,0.4,0.376,0.319,0.683,0.8,0.037,-0.1,-2.5,36,9,0
Lance Stephenson\stephla01,TOT,46,17.7,8.3,2.8,3.6,0.5,0.1,0.455,0.3,0.788,0.8,0.055,-0.1,-2.7,,,0
Lance Stephenson\stephla01,TOT,46,17.7,8.3,2.8,3.6,0.5,0.1,0.455,0.3,0.788,0.8,0.048,-0.2,-3.1,,,0
Robin Lopez\lopezro01,ORL,36,17,7.1,3.5,1.5,0.1,0.5,0.553,0.333,0.593,0.8,0.064,-0.3,-3.8,22,15,0
Cam Thomas\thomaca02,BRK,67,17.6,8.5,2.4,1.2,0.5,0.1,0.433,0.27,0.829,0.8,0.033,-0.4,-3.4,44,7,0
Lance Stephenson\stephla01,IND,40,18.6,9.3,2.8,3.9,0.6,0.1,0.458,0.31,0.795,0.8,0.055,-0.1,-2.7,25,13,0
Luka Garza\garzalu01,DET,32,12.2,5.8,3.1,0.6,0.3,0.2,0.449,0.327,0.623,0.8,0.093,-0.1,-2.5,23,14,0
Ish Smith\smithis01,WAS,28,22,8.6,3,5.2,1,0.5,0.457,0.357,0.6,0.7,0.052,0.1,-1.5,35,12,0
Ish Smith\smithis01,CHO,37,13.8,4.5,1.5,2.6,0.5,0.3,0.395,0.4,0.632,0.7,0.052,0.1,-1.5,43,10,0
Ish Smith\smithis01,TOT,65,17.3,6.3,2.2,3.8,0.7,0.4,0.43,0.373,0.625,0.7,0.052,0.1,-1.5,,,0
Bryn Forbes\forbebr01,DEN,35,17.4,8.6,0.9,1,0.2,0.1,0.424,0.41,0.921,0.7,0.054,-0.4,-4.3,48,6,0
Bryn Forbes\forbebr01,DEN,35,17.4,8.6,0.9,1,0.2,0.1,0.424,0.41,0.921,0.7,0.053,0.1,-1.6,48,6,0
Caris LeVert\leverca01,TOT,58,30.7,17,3.7,4.3,0.9,0.4,0.444,0.32,0.756,0.7,0.057,-0.2,-3.1,,,0
Bryn Forbes\forbebr01,SAS,40,16.9,9.1,1.6,1,0.4,0.1,0.432,0.417,0.898,0.7,0.054,-0.4,-4.3,34,10,0
Bryn Forbes\forbebr01,SAS,40,16.9,9.1,1.6,1,0.4,0.1,0.432,0.417,0.898,0.7,0.053,0.1,-1.6,34,10,0
Rajon Rondo\rondora01,TOT,39,17.9,4.8,2.8,4.4,0.8,0.2,0.386,0.352,0.731,0.7,0.048,0.1,-1.7,,,0
Caris LeVert\leverca01,IND,39,31.1,18.7,3.8,4.4,0.9,0.5,0.447,0.323,0.76,0.7,0.057,-0.2,-3.1,25,13,0
Bryn Forbes\forbebr01,TOT,75,17.1,8.8,1.2,1,0.3,0.1,0.429,0.414,0.908,0.7,0.054,-0.4,-4.3,,,0
Bryn Forbes\forbebr01,TOT,75,17.1,8.8,1.2,1,0.3,0.1,0.429,0.414,0.908,0.7,0.053,0.1,-1.6,,,0
Buddy Hield\hieldbu01,TOT,81,30.9,15.6,4.4,2.8,0.9,0.3,0.406,0.366,0.874,0.7,0.023,0.3,-1.3,,,0
Buddy Hield\hieldbu01,SAC,55,28.6,14.4,4,1.9,0.9,0.3,0.382,0.368,0.87,0.7,0.023,0.3,-1.3,30,12,0
Frank Jackson\jacksfr01,DET,53,22,10.6,1.6,1,0.5,0.2,0.402,0.308,0.827,0.7,0.031,-0.4,-3.5,23,14,0
Jalen Green\greenja05,HOU,67,31.9,17.3,3.4,2.6,0.7,0.3,0.426,0.343,0.797,0.7,0.015,-0.5,-2.9,20,15,0
Yuta Watanabe\watanyu01,TOR,38,11.7,4.3,2.4,0.6,0.3,0.4,0.406,0.342,0.6,0.7,0.075,0,-2,48,5,0
Donte DiVincenzo\divindo01,TOT,42,24,9,4,2.8,1.1,0.2,0.351,0.339,0.843,0.7,0.035,-0.1,-2.3,,,0
Norman Powell\powelno01,TOT,45,32.4,19,3.2,2.1,0.9,0.5,0.461,0.419,0.811,0.7,0.272,0.3,7.7,,,0
Gary Clark\clarkga01,NOP,38,9.9,2.7,2.4,0.5,0.3,0.2,0.375,0.4,0.7,0.7,0.092,0.2,0.1,36,9,0
Brandon Goodwin\goodwbr01,CLE,36,13.9,4.8,1.9,2.5,0.7,0,0.416,0.345,0.632,0.7,0.069,0.1,-1.6,44,8,0
Rodney Hood\hoodro01,MIL,39,14.9,3.3,1.7,0.8,0.3,0.1,0.351,0.3,0.929,0.7,0.048,-0.2,-3.3,51,3,0
Josh Okogie\okogijo01,MIN,49,10.5,2.7,1.4,0.5,0.5,0.2,0.404,0.298,0.686,0.7,0.062,-0.1,-2.7,46,7,0
Norman Powell\powelno01,POR,40,33.3,18.7,3.3,2.1,1,0.4,0.456,0.406,0.803,0.7,0.272,0.3,7.7,27,13,0
Rodney Hood\hoodro01,TOT,52,13.6,3.1,1.5,0.7,0.3,0.1,0.369,0.33,0.895,0.7,0.048,-0.2,-3.3,,,0
DeAndre Jordan\jordade01,TOT,48,13,4.3,5.5,0.4,0.3,0.7,0.643,,0.55,0.6,0.131,0,-3,,,0
Ish Wainright\wainris01,PHO,45,8,2.4,1.2,0.3,0.4,0.1,0.394,0.322,0.583,0.6,0.079,0,-2,64,1,0
Killian Tillie\tilliki02,MEM,36,12.8,3.3,1.7,0.6,0.6,0.4,0.339,0.314,0.625,0.6,0.058,-0.1,-2.7,56,2,0
Jordan Nwora\nworajo01,MIL,62,19.1,7.9,3.6,1,0.4,0.3,0.403,0.348,0.837,0.6,0.025,-0.6,-4.1,51,3,0
Tristan Thompson\thomptr01,SAC,30,15.2,6.2,5.4,0.6,0.4,0.4,0.503,1,0.533,0.6,0.065,-0.2,-3.7,30,12,0
Dāvis Bertāns\bertada01,WAS,34,14.7,5.7,1.8,0.5,0.3,0.2,0.351,0.319,0.933,0.6,0.098,0.1,-0.6,35,12,0
Tristan Thompson\thomptr01,TOT,57,15.7,6,5.1,0.6,0.4,0.4,0.528,0.333,0.526,0.6,0.065,-0.2,-3.7,,,0
Matt Thomas\thomama02,CHI,40,11.5,4,1.3,0.5,0.2,0.1,0.41,0.385,0.8,0.6,0.058,-0.1,-2.6,46,6,0
Justise Winslow\winslju01,LAC,37,12.9,4.2,3.6,1.4,0.6,0.5,0.447,0.172,0.61,0.6,0.056,0.1,-1.5,42,8,0
D.J. Augustin\augusdj01,HOU,34,15,5.4,1.2,2.2,0.3,0,0.404,0.406,0.868,0.6,0.079,-0.1,-2.6,20,15,0
Justise Winslow\winslju01,TOT,48,16.1,5.7,4.2,1.8,0.7,0.5,0.428,0.227,0.591,0.6,0.056,0.1,-1.5,,,0
Vit Krejci\krejcvi01,OKC,30,23,6.2,3.4,1.9,0.6,0.3,0.407,0.327,0.864,0.6,0.042,-0.6,-5.3,24,14,0
D.J. Augustin\augusdj01,TOT,55,16.1,5.3,1.2,1.9,0.3,0,0.423,0.415,0.884,0.6,0.079,-0.1,-2.6,,,0
DeAndre Jordan\jordade01,LAL,32,12.8,4.1,5.4,0.4,0.3,0.8,0.674,,0.462,0.6,0.131,0,-3,33,11,0
Cam Reddish\reddica01,TOT,49,20.7,10.1,2.1,1,1,0.3,0.404,0.359,0.902,0.6,0.034,0.1,-1.5,,,0
Lou Williams\willilo02,ATL,56,14.3,6.3,1.6,1.9,0.5,0.1,0.391,0.363,0.859,0.6,0.034,-0.3,-3.4,43,9,0
Dāvis Bertāns\bertada01,TOT,56,14.4,5.6,2.1,0.6,0.3,0.2,0.36,0.335,0.9,0.6,0.098,0.1,-0.6,,,0
DeMarcus Cousins\couside01,TOT,48,15,9,5.6,1.5,0.7,0.4,0.46,0.303,0.76,0.6,0.065,-0.1,-3.1,,,0
Cam Reddish\reddica01,ATL,34,23.4,11.9,2.5,1.1,1,0.3,0.402,0.379,0.9,0.6,0.034,0.1,-1.5,43,9,0
